"","series","baker_first_name","baker_last_name","baker_age","baker_occupation","hometown","episode","technical","result","signature_bake","show_stopper"
"1063",10,"Priya","O'Shea",34,"Marketing consultant","Leicester",5,2,"IN",NA,NA
"1064",10,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",5,5,"IN",NA,NA
"1065",10,"Helena","Garcia",40,"Online project manager","Leeds",5,1,"OUT",NA,NA
"1066",10,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",5,7,"OUT",NA,NA
"1067",10,"Steph","Blackwell",28,"Shop assistant","Chester",5,4,"STAR BAKER",NA,NA
"1068",10,"Amelia","LeBruin",24,"Fashion designer","Halifax",5,NA,NA,NA,NA
"1069",10,"Dan","Chambers",32,"Support worker","Rotherham",5,NA,NA,NA,NA
"1070",10,"Jamie","Finn",20,"Part-time waiter","Surrey",5,NA,NA,NA,NA
"1071",10,"Phil","Thorne",56,"HGV driver","Rainham",5,NA,NA,NA,NA
"1072",10,"Alice","Fevronia",28,"Geography teacher","Essex",6,1,"IN",NA,NA
"1073",10,"David","Atherton",36,"International health adviser","Whitby",6,2,"IN",NA,NA
"1074",10,"Henry","Bird",20,"Student","Durham",6,4,"IN",NA,NA
"1075",10,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",6,6,"IN",NA,NA
"1076",10,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",6,5,"IN",NA,NA
"1077",10,"Priya","O'Shea",34,"Marketing consultant","Leicester",6,7,"OUT",NA,NA
"1078",10,"Steph","Blackwell",28,"Shop assistant","Chester",6,3,"STAR BAKER",NA,NA
"1079",10,"Amelia","LeBruin",24,"Fashion designer","Halifax",6,NA,NA,NA,NA
"1080",10,"Dan","Chambers",32,"Support worker","Rotherham",6,NA,NA,NA,NA
"1081",10,"Helena","Garcia",40,"Online project manager","Leeds",6,NA,NA,NA,NA
"1082",10,"Jamie","Finn",20,"Part-time waiter","Surrey",6,NA,NA,NA,NA
"1083",10,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",6,NA,NA,NA,NA
"1084",10,"Phil","Thorne",56,"HGV driver","Rainham",6,NA,NA,NA,NA
"1085",10,"Alice","Fevronia",28,"Geography teacher","Essex",7,6,"IN",NA,NA
"1086",10,"David","Atherton",36,"International health adviser","Whitby",7,2,"IN",NA,NA
"1087",10,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",7,1,"IN",NA,NA
"1088",10,"Steph","Blackwell",28,"Shop assistant","Chester",7,4,"IN",NA,NA
"1089",10,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",7,5,"OUT",NA,NA
"1090",10,"Henry","Bird",20,"Student","Durham",7,3,"STAR BAKER",NA,NA
"1091",10,"Amelia","LeBruin",24,"Fashion designer","Halifax",7,NA,NA,NA,NA
"1092",10,"Dan","Chambers",32,"Support worker","Rotherham",7,NA,NA,NA,NA
"1093",10,"Helena","Garcia",40,"Online project manager","Leeds",7,NA,NA,NA,NA
"1094",10,"Jamie","Finn",20,"Part-time waiter","Surrey",7,NA,NA,NA,NA
"1095",10,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",7,NA,NA,NA,NA
"1096",10,"Phil","Thorne",56,"HGV driver","Rainham",7,NA,NA,NA,NA
"1097",10,"Priya","O'Shea",34,"Marketing consultant","Leicester",7,NA,NA,NA,NA
"1098",10,"Alice","Fevronia",28,"Geography teacher","Essex",8,3,"IN",NA,NA
"1099",10,"David","Atherton",36,"International health adviser","Whitby",8,1,"IN",NA,NA
"1100",10,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",8,2,"IN",NA,NA
"1101",10,"Henry","Bird",20,"Student","Durham",8,5,"OUT",NA,NA
"1102",10,"Steph","Blackwell",28,"Shop assistant","Chester",8,4,"STAR BAKER",NA,NA
"1103",10,"Amelia","LeBruin",24,"Fashion designer","Halifax",8,NA,NA,NA,NA
"1104",10,"Dan","Chambers",32,"Support worker","Rotherham",8,NA,NA,NA,NA
"1105",10,"Helena","Garcia",40,"Online project manager","Leeds",8,NA,NA,NA,NA
"1106",10,"Jamie","Finn",20,"Part-time waiter","Surrey",8,NA,NA,NA,NA
"1107",10,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",8,NA,NA,NA,NA
"1108",10,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",8,NA,NA,NA,NA
"1109",10,"Phil","Thorne",56,"HGV driver","Rainham",8,NA,NA,NA,NA
"1110",10,"Priya","O'Shea",34,"Marketing consultant","Leicester",8,NA,NA,NA,NA
"1111",10,"David","Atherton",36,"International health adviser","Whitby",9,2,"IN",NA,NA
"1112",10,"Steph","Blackwell",28,"Shop assistant","Chester",9,3,"IN",NA,NA
"1113",10,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",9,1,"OUT",NA,NA
"1114",10,"Alice","Fevronia",28,"Geography teacher","Essex",9,4,"STAR BAKER",NA,NA
"1115",10,"Amelia","LeBruin",24,"Fashion designer","Halifax",9,NA,NA,NA,NA
"1116",10,"Dan","Chambers",32,"Support worker","Rotherham",9,NA,NA,NA,NA
"1117",10,"Helena","Garcia",40,"Online project manager","Leeds",9,NA,NA,NA,NA
"1118",10,"Henry","Bird",20,"Student","Durham",9,NA,NA,NA,NA
"1119",10,"Jamie","Finn",20,"Part-time waiter","Surrey",9,NA,NA,NA,NA
"1120",10,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",9,NA,NA,NA,NA
"1121",10,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",9,NA,NA,NA,NA
"1122",10,"Phil","Thorne",56,"HGV driver","Rainham",9,NA,NA,NA,NA
"1123",10,"Priya","O'Shea",34,"Marketing consultant","Leicester",9,NA,NA,NA,NA
"1124",10,"Alice","Fevronia",28,"Geography teacher","Essex",10,2,"Runner-up",NA,NA
"1125",10,"Steph","Blackwell",28,"Shop assistant","Chester",10,3,"Runner-up",NA,NA
"1126",10,"David","Atherton",36,"International health adviser","Whitby",10,1,"WINNER",NA,NA
"1127",10,"Amelia","LeBruin",24,"Fashion designer","Halifax",10,NA,NA,NA,NA
"1128",10,"Dan","Chambers",32,"Support worker","Rotherham",10,NA,NA,NA,NA
"1129",10,"Helena","Garcia",40,"Online project manager","Leeds",10,NA,NA,NA,NA
"1130",10,"Henry","Bird",20,"Student","Durham",10,NA,NA,NA,NA
"1131",10,"Jamie","Finn",20,"Part-time waiter","Surrey",10,NA,NA,NA,NA
"1132",10,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",10,NA,NA,NA,NA
"1133",10,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",10,NA,NA,NA,NA
"1134",10,"Phil","Thorne",56,"HGV driver","Rainham",10,NA,NA,NA,NA
"1135",10,"Priya","O'Shea",34,"Marketing consultant","Leicester",10,NA,NA,NA,NA
"1136",10,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",10,NA,NA,NA,NA
